名称,所在地_連結表記,所在地_都道府県,所在地_市区町村,緯度,経度,電話番号,内線番号,連絡先メールアドレス,連絡先FormURL,連絡先備考（その他、SNSなど）,郵便番号,法人番号,団体名,利用可能曜日,開始時間,終了時間,利用可能時間特記事項,説明,車椅子可,車椅子貸出,ツエ貸出,バリアフリートイレ,スロープ、エレベータ、エスカレータ,点字ブロック等の移動支援,点字や読上による支援,盲導犬・介助犬、聴導犬同伴,字幕,筆談対応,優先駐車場,オストメイト対応トイレ,授乳室,おむつ替えコーナー,飲食可否,ベビーカー貸出,ベビーカー利用,URL
押越公園,石川県野々市市押越1丁目160,石川県,野々市市,36.53824753,136.6088989,076-227-6092,,,,,,5.00002E+12,野々市市,,,,,街区公園,,,,,,,,,,,,,,,,,,
矢作１号緑地,石川県野々市市矢作3丁目56,石川県,野々市市,36.52437856,136.6121685,076-227-6092,,,,,,5.00002E+12,野々市市,,,,,街区公園,,,,,,,,,,,,,,,,,,
矢作２号緑地,石川県野々市市矢作3丁目135-5,石川県,野々市市,36.52575372,136.6136867,076-227-6092,,,,,,5.00002E+12,野々市市,,,,,街区公園,,,,,,,,,,,,,,,,,,
御経塚東公園,石川県野々市市御経塚5丁目84,石川県,野々市市,36.54646429,136.6006458,076-227-6092,,,,,,5.00002E+12,野々市市,,,,,街区公園,,,,,,,,,,,,,,,,,,
押野西公園,石川県野々市市押野1丁目40,石川県,野々市市,36.54158347,136.6127908,076-227-6092,,,,,,5.00002E+12,野々市市,,,,,街区公園,,,,,,,,,,,,,,,,,,
押野東公園,石川県野々市市押野5丁目120,石川県,野々市市,36.54421032,136.6204405,076-227-6092,,,,,,5.00002E+12,野々市市,,,,,街区公園,,,,,,,,,,,,,,,,,,
押野南公園,石川県野々市市押野3丁目166,石川県,野々市市,36.5395621,136.6181177,076-227-6092,,,,,,5.00002E+12,野々市市,,,,,街区公園,,,,,,,,,,,,,,,,,,
押野中央公園,石川県野々市市押野1丁目339,石川県,野々市市,36.54405301,136.6168624,076-227-6092,,,,,,5.00002E+12,野々市市,,,,,近隣公園,,,,有,,,,,,,,,,,,,,
押野北公園,石川県野々市市押野1丁目50,石川県,野々市市,36.54417584,136.612933,076-227-6092,,,,,,5.00002E+12,野々市市,,,,,街区公園,,,,,,,,,,,,,,,,,,
徳用１号緑地,石川県野々市市徳用2丁目389,石川県,野々市市,36.53433387,136.5932965,076-227-6092,,,,,,5.00002E+12,野々市市,,,,,街区公園,,,,,,,,,,,,,,,,,,
御経塚史跡公園,石川県野々市市御経塚1丁目549,石川県,野々市市,36.54639533,136.5991813,076-227-6092,,,,,,5.00002E+12,野々市市,,,,,歴史公園,,,,,,,,,,,,,,,,,,
住吉１号緑地,石川県野々市市住吉町31-6,石川県,野々市市,36.52483767,136.6171896,076-227-6092,,,,,,5.00002E+12,野々市市,,,,,街区公園,,,,,,,,,,,,,,,,,,
本町やまいろ公園,石川県野々市市本町6丁目466-1,石川県,野々市市,36.53456232,136.6058305,076-227-6092,,,,,,5.00002E+12,野々市市,,,,,街区公園,,,,,,,,,,,,,,,,,,
若松ちから石公園,石川県野々市市若松町674,石川県,野々市市,36.53706225,136.6127533,076-227-6092,,,,,,5.00002E+12,野々市市,,,,,街区公園,,,,,,,,,,,,,,,,,,
馬渡公園,石川県野々市市押野4丁目329,石川県,野々市市,36.53970433,136.6213873,076-227-6092,,,,,,5.00002E+12,野々市市,,,,,街区公園,,,,,,,,,,,,,,,,,,
せせらぎ公園,石川県野々市市高橋町155-1 他,石川県,野々市市,36.53031871,136.6257727,076-227-6092,,,,,,5.00002E+12,野々市市,,,,,都市緑地,,,,,,,,,,,,,,,,,,
つばき公園,石川県野々市市本町6丁目462､463､464の各一部,石川県,野々市市,36.53466576,136.6065761,076-227-6092,,,,,,5.00002E+12,野々市市,,,,,都市緑地,,,,,,,,,,,,,,,,,,
堀の内公園,石川県野々市市堀内2丁目179,石川県,野々市市,36.52892424,136.5983552,076-227-6092,,,,,,5.00002E+12,野々市市,,,,,街区公園,,,,,,,,,,,,,,,,,,
新庄３号緑地,石川県野々市市新庄2丁目239-14,石川県,野々市市,36.50102523,136.6108328,076-227-6092,,,,,,5.00002E+12,野々市市,,,,,街区公園,,,,,,,,,,,,,,,,,,
たかはし公園,石川県野々市市高橋町401､442,石川県,野々市市,36.53262697,136.6264996,076-227-6092,,,,,,5.00002E+12,野々市市,,,,,街区公園,,,,,,,,,,,,,,,,,,
すみよし公園,石川県野々市市住吉町297-1の一部 他,石川県,野々市市,36.52712023,136.6213336,076-227-6092,,,,,,5.00002E+12,野々市市,,,,,都市緑地,,,,,,,,,,,,,,,,,,
中林太陽公園,石川県野々市市中林1丁目395,石川県,野々市市,36.50885142,136.6071287,076-227-6092,,,,,,5.00002E+12,野々市市,,,,,街区公園,,,,,,,,,,,,,,,,,,
下林５号緑地,石川県野々市市下林4丁目119-5,石川県,野々市市,36.52138245,136.6031965,076-227-6092,,,,,,5.00002E+12,野々市市,,,,,街区公園,,,,,,,,,,,,,,,,,,
かわいぐち公園,石川県野々市市白山町449,石川県,野々市市,36.52899321,136.6123026,076-227-6092,,,,,,5.00002E+12,野々市市,,,,,街区公園,,,,,,,,,,,,,,,,,,
ろくらぐち公園,石川県野々市市白山町450,石川県,野々市市,36.52738102,136.6114524,076-227-6092,,,,,,5.00002E+12,野々市市,,,,,街区公園,,,,,,,,,,,,,,,,,,
野々市南部公園,石川県野々市市上林4丁目665,石川県,野々市市,36.50352409,136.6051036,076-227-6092,,,,,,5.00002E+12,野々市市,,,,,近隣公園,,,,有,,,,,,,有,,,,,,,
長池公園（陽の広場）,石川県野々市市長池294,石川県,野々市市,36.54188517,136.5948307,076-227-6092,,,,,,5.00002E+12,野々市市,,,,,街区公園,,,,,,,,,,,,,,,,,,
菅原１号緑地,石川県野々市市菅原町11-54,石川県,野々市市,36.52923676,136.6155857,076-227-6092,,,,,,5.00002E+12,野々市市,,,,,街区公園,,,,,,,,,,,,,,,,,,
御経塚あやめ公園（木の広場）,石川県野々市市御経塚3丁目520,石川県,野々市市,36.55253202,136.5957829,076-227-6092,,,,,,5.00002E+12,野々市市,,,,,街区公園,,,,,,,,,,,,,,,,,,
本町１丁目２号緑地,石川県野々市市本町1丁目147,石川県,野々市市,36.53459464,136.6190994,076-227-6092,,,,,,5.00002E+12,野々市市,,,,,街区公園,,,,,,,,,,,,,,,,,,
野々市駅北口緑地（石の広場）,石川県野々市市二日市1丁目123,石川県,野々市市,36.54254242,136.5984008,076-227-6092,,,,,,5.00002E+12,野々市市,,,,,都市緑地,,,,,,,,,,,,,,,,,,
御経塚公園（風の広場）,石川県野々市市御経塚1丁目550,石川県,野々市市,36.54452493,136.5963247,076-227-6092,,,,,,5.00002E+12,野々市市,,,,,街区公園,,,,,,,,,,,,,,,,,,
経塚公園（泉の広場）,石川県野々市市御経塚2丁目334､335,石川県,野々市市,36.54823553,136.5964293,076-227-6092,,,,,,5.00002E+12,野々市市,,,,,街区公園,,,,,,,,,,,,,,,,,,
木呂川１号緑地,石川県野々市市新庄2丁目820,石川県,野々市市,36.49880228,136.6076812,076-227-6092,,,,,,5.00002E+12,野々市市,,,,,都市緑地,,,,,,,,,,,,,,,,,,
木呂川２号緑地,石川県野々市市新庄6丁目443,石川県,野々市市,36.50820466,136.6092288,076-227-6092,,,,,,5.00002E+12,野々市市,,,,,都市緑地,,,,,,,,,,,,,,,,,,
扇が丘ホタルの里公園,石川県野々市市扇が丘747､951,石川県,野々市市,36.5247299,136.624107,076-227-6092,,,,,,5.00002E+12,野々市市,,,,,街区公園,,,,,,,,,,,,,,,,,,
本町北公園,石川県野々市市本町1丁目4-102,石川県,野々市市,36.5381678,136.6238496,076-227-6092,,,,,,5.00002E+12,野々市市,,,,,街区公園,,,,,,,,,,,,,,,,,,
末松ふれあい公園,石川県野々市市末松2丁目1039､1040,石川県,野々市市,36.50309936,136.592229,076-227-6092,,,,,,5.00002E+12,野々市市,,,,,街区公園,,,,,,,,,,,,,,,,,,
末松１号緑地,石川県野々市市末松2丁目870,石川県,野々市市,36.50531357,136.5912419,076-227-6092,,,,,,5.00002E+12,野々市市,,,,,都市緑地,,,,,,,,,,,,,,,,,,
矢作３号緑地,石川県野々市市矢作2丁目5-35,石川県,野々市市,36.51888848,136.6112029,076-227-6092,,,,,,5.00002E+12,野々市市,,,,,都市緑地,,,,,,,,,,,,,,,,,,
下林６号緑地,石川県野々市市下林4丁目182,石川県,野々市市,36.5217726,136.6047066,076-227-6092,,,,,,5.00002E+12,野々市市,,,,,都市緑地,,,,,,,,,,,,,,,,,,
馬場川１号緑地,石川県野々市市御経塚3丁目521､522,石川県,野々市市,36.55065745,136.5962094,076-227-6092,,,,,,5.00002E+12,野々市市,,,,,都市緑地,,,,,,,,,,,,,,,,,,
馬場川２号緑地,石川県野々市市御経塚1丁目551,石川県,野々市市,36.5451089,136.5965286,076-227-6092,,,,,,5.00002E+12,野々市市,,,,,都市緑地,,,,,,,,,,,,,,,,,,
末松２号緑地,石川県野々市市末松2丁目1042,石川県,野々市市,36.50337749,136.5937123,076-227-6092,,,,,,5.00002E+12,野々市市,,,,,都市緑地,,,,,,,,,,,,,,,,,,
粟田４号緑地,石川県野々市市粟田2丁目177-3,石川県,野々市市,36.5122533,136.6110474,076-227-6092,,,,,,5.00002E+12,野々市市,,,,,都市緑地,,,,,,,,,,,,,,,,,,
本町６丁目２号緑地,石川県野々市市本町6丁目110-48,石川県,野々市市,36.53740275,136.607193,076-227-6092,,,,,,5.00002E+12,野々市市,,,,,都市緑地,,,,,,,,,,,,,,,,,,
扇が丘３号緑地,石川県野々市市扇が丘911,石川県,野々市市,36.52446694,136.6268965,076-227-6092,,,,,,5.00002E+12,野々市市,,,,,都市緑地,,,,,,,,,,,,,,,,,,
扇が丘４号緑地,石川県野々市市扇が丘828,石川県,野々市市,36.52533342,136.6265076,076-227-6092,,,,,,5.00002E+12,野々市市,,,,,都市緑地,,,,,,,,,,,,,,,,,,
扇が丘５号緑地,石川県野々市市扇が丘720､721,石川県,野々市市,36.52556835,136.6233587,076-227-6092,,,,,,5.00002E+12,野々市市,,,,,都市緑地,,,,,,,,,,,,,,,,,,
扇が丘６号緑地,石川県野々市市扇が丘702､703,石川県,野々市市,36.52615462,136.6229349,076-227-6092,,,,,,5.00002E+12,野々市市,,,,,都市緑地,,,,,,,,,,,,,,,,,,
若松２号緑地,石川県野々市市若松町83-10､87-４,石川県,野々市市,36.53594591,136.6120103,076-227-6092,,,,,,5.00002E+12,野々市市,,,,,都市緑地,,,,,,,,,,,,,,,,,,
野々市交通公園,石川県野々市市菅原町4､5､6､7,石川県,野々市市,36.53007947,136.6150707,076-227-6092,,,,,,5.00002E+12,野々市市,,,,,街区公園,,,,,,,,,,,,,,,,,,
あらみや公園,石川県野々市市三納1丁目2,石川県,野々市市,36.5188389,136.6099262,076-227-6092,,,,,,5.00002E+12,野々市市,,,,,近隣公園,,,,有,,,,,,,有,,,,,,,
横宮緑地,石川県野々市市横宮町67-5,石川県,野々市市,36.53580152,136.6167766,076-227-6092,,,,,,5.00002E+12,野々市市,,,,,都市緑地,,,,,,,,,,,,,,,,,,
本町２丁目１号緑地,石川県野々市市本町2丁目85-5､86-3,石川県,野々市市,36.53140496,136.6195205,076-227-6092,,,,,,5.00002E+12,野々市市,,,,,都市緑地,,,,,,,,,,,,,,,,,,
工大前駅緑地,石川県野々市市本町2丁目235-1の一部,石川県,野々市市,36.53233386,136.6214758,076-227-6092,,,,,,5.00002E+12,野々市市,,,,,都市緑地,,,,,,,,,,,,,,,,,,
太平寺２号緑地,石川県野々市市太平寺3丁目149-37､249,石川県,野々市市,36.53205153,136.60575,076-227-6092,,,,,,5.00002E+12,野々市市,,,,,都市緑地,,,,,,,,,,,,,,,,,,
矢作４号緑地,石川県野々市市矢作4丁目45-28,石川県,野々市市,36.52416302,136.6144028,076-227-6092,,,,,,5.00002E+12,野々市市,,,,,都市緑地,,,,,,,,,,,,,,,,,,
ひまわり公園,石川県野々市市藤平田1丁目477,石川県,野々市市,36.51671131,136.6076141,076-227-6092,,,,,,5.00002E+12,野々市市,,,,,街区公園,,,,,,,,,,,,,,,,,,
粟田西公園,石川県野々市市粟田5丁目303,石川県,野々市市,36.51238265,136.6100254,076-227-6092,,,,,,5.00002E+12,野々市市,,,,,街区公園,,,,,,,,,,,,,,,,,,
菅原２号緑地,石川県野々市市菅原町138-24,石川県,野々市市,36.52864836,136.6171467,076-227-6092,,,,,,5.00002E+12,野々市市,,,,,都市緑地,,,,,,,,,,,,,,,,,,
よつば公園,石川県野々市市藤平田1丁目272､274,石川県,野々市市,36.51972269,136.6054764,076-227-6092,,,,,,5.00002E+12,野々市市,,,,,街区公園,,,,,,,,,,,,,,,,,,
粟田６号緑地,石川県野々市市粟田5丁目412,石川県,野々市市,36.5157003,136.6103366,076-227-6092,,,,,,5.00002E+12,野々市市,,,,,都市緑地,,,,,,,,,,,,,,,,,,
矢作５号緑地,石川県野々市市矢作４丁目32-31,石川県,野々市市,36.52324695,136.6147408,076-227-6092,,,,,,5.00002E+12,野々市市,,,,,都市緑地,,,,,,,,,,,,,,,,,,
堀内東公園,石川県野々市市堀内4丁目143 他,石川県,野々市市,36.53036828,136.6019761,076-227-6092,,,,,,5.00002E+12,野々市市,,,,,街区公園,,,,有,,,,,,,,,,,,,,
徳用つばき公園,石川県野々市市徳用3丁目338,石川県,野々市市,36.53525843,136.5922344,076-227-6092,,,,,,5.00002E+12,野々市市,,,,,街区公園,,,,,,,,,,,,,,,,,,
美郷さくら公園,石川県野々市市郷1丁目122,石川県,野々市市,36.5343037,136.5879133,076-227-6092,,,,,,5.00002E+12,野々市市,,,,,街区公園,,,,,,,,,,,,,,,,,,
三日市ふれあい公園,石川県野々市市三日市1丁目371,石川県,野々市市,36.53662261,136.5965098,076-227-6092,,,,,,5.00002E+12,野々市市,,,,,街区公園,,,,,,,,,,,,,,,,,,
二日市２号緑地,石川県野々市市二日市4丁目15,石川県,野々市市,36.5388531,136.5995568,076-227-6092,,,,,,5.00002E+12,野々市市,,,,,街区公園,,,,,,,,,,,,,,,,,,
二日市３号緑地,石川県野々市市二日市4丁目81,石川県,野々市市,36.53846088,136.5984276,076-227-6092,,,,,,5.00002E+12,野々市市,,,,,街区公園,,,,,,,,,,,,,,,,,,
三日市１号緑地,石川県野々市市三日市3丁目5,石川県,野々市市,36.53727129,136.5997284,076-227-6092,,,,,,5.00002E+12,野々市市,,,,,街区公園,,,,,,,,,,,,,,,,,,
つばきの郷公園,石川県野々市市二日市5丁目207､334､338,石川県,野々市市,36.53879491,136.59379,076-227-6092,,,,,,5.00002E+12,野々市市,,,,,地区公園,,,,有,,,,,,,有,,,,,,,
郷１号緑地,石川県野々市市郷1丁目208,石川県,野々市市,36.53630366,136.5886026,076-227-6092,,,,,,5.00002E+12,野々市市,,,,,街区公園,,,,,,,,,,,,,,,,,,
徳用２号緑地,石川県野々市市徳用3丁目115,石川県,野々市市,36.53649761,136.589528,076-227-6092,,,,,,5.00002E+12,野々市市,,,,,街区公園,,,,,,,,,,,,,,,,,,
清金１号緑地,石川県野々市市清金2丁目1-8,石川県,野々市市,36.51830432,136.5981459,076-227-6092,,,,,,5.00002E+12,野々市市,,,,,街区公園,,,,,,,,,,,,,,,,,,
柳町公園,石川県野々市市柳町304、306、307、308、318、319、320,石川県,野々市市,36.52876259,136.5830129,076-227-6092,,,,,,5.00002E+12,野々市市,,,,,街区公園,,,,,,,,,,,,,,,,,,
粟田７号緑地,石川県野々市市粟田6丁目66番２,石川県,野々市市,36.5100242,136.6079762,076-227-6092,,,,,,5.00002E+12,野々市市,,,,,都市緑地,,,,,,,,,,,,,,,,,,
蓮花寺1号公園,石川県野々市市西部中央土地区画整理事業施行地区48街区、49街区,石川県,野々市市,36.52867939,136.5939633,076-227-6092,,,,,,5.00002E+12,野々市市,,,,,街区公園,,,,,,,,,,,,,,,,,,
新庄４号緑地,石川県野々市市新庄１丁目19-5,石川県,野々市市,36.49858859,136.6120126,076-227-6092,,,,,,5.00002E+12,野々市市,,,,,街区公園,,,,,,,,,,,,,,,,,,
押野１号緑地,石川県野々市市押野２丁目217-30,石川県,野々市市,36.53901883,136.6151005,076-227-6092,,,,,,5.00002E+12,野々市市,,,,,街区公園,,,,,,,,,,,,,,,,,,
野々市市民体育館,石川県野々市市下林三丁目97,石川県,野々市市,36.525631,136.59958,076-248-1223,,,,,,5.00002E+12,野々市市,月火水木金土日,9:00,22:00,日曜、祝日は9:00から18:00まで。月曜日（祝日にあたる場合はその翌日）は13:00から22:00まで。12月28日から１月４日は利用不可。,市民体育館、市民野球場、テニスコート、中央公園運動広場などからなるスポーツ施設群の中枢をなす施設です。体育館には大体育室、小体育室、トレーニング室があり、いろいろな競技に使用できます。大体育室では、バスケットボール・バレーボールコートともに２面使用できます。小体育室では卓球やトランポリン、トレーニング室では各種のトレーニングマシンを使用することができます。観客席は240席あり、各種大会や運動会などにも利用されています。 ,,有,,有,有,,,,,,有,,,,,,,https://www.city.nonoichi.lg.jp/soshiki/38/23040.html
野々市市スポーツランド（プール）,石川県野々市市中林五丁目1-1,石川県,野々市市,36.512491,136.606051,076-294-5800,,,,,,5.00002E+12,野々市市,月水木金土日,10:00,21:00,日曜、祝日は10:00から17:00まで。12月27日から１月５日は利用不可。,＜室内＞25メートルプール、児童プール、ジャグジープール、研修室＜屋外＞流水プール、アスレチックプール（夏季期間のみ）,,有,,有,有,,,,,,有,,,,,,,https://www.city.nonoichi.lg.jp/soshiki/38/2572.html
野々市市スポーツセンター,石川県野々市市押野二丁目30,石川県,野々市市,36.540705,136.612157,076-294-5511,,,,,,5.00002E+12,野々市市,月火水木金土日,9:00,22:00,日曜、祝日は9:00から18:00まで。火曜日（祝日にあたる場合はその翌日）は13:00から22:00まで。12月28日から１月４日は利用不可。,大体育室（アリーナ）では、バスケットボール・バレーボールコートともに２面使用できます。小体育室（サブアリーナ）では卓球など、トレーニングルームは軽運動で使用することができます。観客席は408席あり、各種大会や運動会などにも利用されています。,,有,,有,有,,,,,,有,,,,,,,https://www.city.nonoichi.lg.jp/soshiki/38/23161.html
野々市市民野球場,石川県野々市市下林三丁目97,石川県,野々市市,36.524004,136.599806,076-248-1223,,,,,,5.00002E+12,野々市市,月火水木金土日,,21:00,開始時間は日の出。日曜日・祝日は日の出から日没まで。12月28日から１月４日は利用不可。,"野々市中央公園内に立地する野球場で、ナイター設備がありますので夜間の使用も可能となっています。また、1,300人収容の観客席と、敷地内には雨天練習場もあります。",,,,,,,,,,,,,,,,,,https://www.city.nonoichi.lg.jp/soshiki/38/23162.html
野々市訪問看護ステーション,石川県野々市市野代二丁目145-2,石川県,野々市市,36.538197,136.60281,076-248-8707,,,,,,8.22001E+12,一般社団法人石川県医療在宅ケア事業団,,,,,,,,,,,,,,,,,,,,,,,
野々市市武道館,石川県野々市市位川183,石川県,野々市市,36.525151,136.608063,076-248-1223,,,,,,5.00002E+12,野々市市,月火水木金土,9:00,21:30,12月28日から１月４日利用不可,柔道場１面と剣道場２面を有し、柔道・剣道をはじめとした各種武道で使用することができます。,,,,有,有,,,,,,,,,,,,,https://www.city.nonoichi.lg.jp/soshiki/38/23163.html
野々市市弓道場,石川県野々市市太平寺三丁目126-1,石川県,野々市市,36.531642,136.604344,076-248-1223,,,,,-,5.00002E+12,野々市市,月火水木金土,9:00,21:00,12月28日から１月４日利用不可,近的の弓道場で、市弓道協会や学校の部活動に使用されています。,,,,,,,,,,,,,,,,,,https://www.city.nonoichi.lg.jp/soshiki/38/23184.html
野々市市健康広場,石川県野々市市上林一丁目180,石川県,野々市市,36.499376,136.599739,076-248-1223,,,,,,5.00002E+12,野々市市,月火水木金土日,,,利用時間は日の出から日没まで。12月28日から１月４日利用不可。,ソフトボール場２面、サッカーコート１面の大きさがあり、大会にも利用されています。,,,,,,,,,,,,,,,,,,https://www.city.nonoichi.lg.jp/soshiki/38/23183.html
野々市中央公園テニスコート・運動広場,石川県野々市市下林三丁目97,石川県,野々市市,36.525412,136.598924,076-248-1223,,,,,,5.00002E+12,野々市市,月火水木金土日,,21:00,開始時間は日の出。日曜日・祝日は日の出から日没まで。12月28日から１月４日は利用不可。,＜テニスコート＞市民体育館に隣接するテニス場コートで、２面使用できます。ナイター設備も使用できます。＜運動広場＞野々市中央公園と一体になった運動広場で、ソフトボール、グラウンドゴルフ、ゲートボール、などのスポーツができます。また、ナイター照明を使用することができます。,,,,,,,,,,,,,,,,,,https://www.city.nonoichi.lg.jp/soshiki/38/23164.html
押野中央公園運動広場,石川県野々市市押野一丁目339,石川県,野々市市,36.543943,136.616975,076-248-1223,,,,,,5.00002E+12,野々市市,月火水木金土日,,,利用時間は日の出から日没まで。12月28日から１月４日利用不可。,ソフトボール、グラウンドゴルフ、ゲートボールなどのレクリエーションに使用できます。,,,,,,,,,,,,,,,,,,https://www.city.nonoichi.lg.jp/soshiki/38/23169.html
